Hugo_Symbol	Entrez_Gene_Id	GTEX-S32W-1526-SM-4AD6Z	GTEX-TSE9-2826-SM-4DXTF	GTEX-U3ZN-1626-SM-4DXTZ	GTEX-TML8-0726-SM-4DXTT	GTEX-T5JW-0726-SM-4DM6D	GTEX-S341-1126-SM-4AD6T	GTEX-T6MO-1426-SM-4DM73	GTEX-S341-1326-SM-4AD72	GTEX-S4UY-1426-SM-4AD6Y	GTEX-TSE9-2726-SM-4DXSQ	GTEX-S32W-1626-SM-4AD6G
GSDMA	284110	2.53	0.69	173.85	0	45.53	1.13	12.45	6.11	0.72	0	4.86
SEC13	6396	5366.37	2367.9	1369.04	4543.8	3901.01	2148.82	2664.15	2400.97	3190.46	2255.7	4123.49
ZCRB1	85437	1350.18	1832.01	928.3	1397.83	1369.04	1529.73	1350.18	1498.22	1295.13	1628.26	1551.09
PAXBP1	94104	320.8	497	149.12	301.33	215.77	299.25	397.93	371.22	299.25	493.56	303.44
SERPINA1	5265	2287.2	497	470.14	1769.57	193.01	3820.7	79022.82	80125.95	532.74	466.88	3614.55
CENPE	1062	2.46	2.43	82.29	5.87	21.01	3.63	3.53	26.1	3.03	3.35	3.5
LOR	4014	0	0	17.77	1.97	28.86	0	0.37	0	0.96	0	0
INPP5D	3635	153.34	371.22	73.54	265.87	111.99	187.71	693.58	743.43	363.56	209.84	138.1
KLHL13	90293	307.69	182.55	1.91	2520.38	12.27	890.44	148.09	514.56	848.22	181.28	532.74
MROH6	642475	72.52	373.81	8363.13	107.38	3168.41	176.29	131.51	395.18	353.59	131.51	116.78
MEN1	4221	620.67	373.81	830.75	473.41	444.72	438.59	1066.48	961.07	500.46	435.55	607.87
PRDX4	10549	5872.48	2816.11	1143.1	8022.41	2104.58	3349.13	2224.63	2555.58	5041.77	2682.69	4869.99
DDX42	11325	1721.16	1733.13	1066.48	1572.76	1721.16	1769.57	2682.69	2997.45	1781.89	2075.59	1331.57
PHF12	57649	616.37	336.79	178.77	447.82	175.07	769.69	723.08	688.78	693.58	361.04	521.76
CSRNP2	81566	346.29	262.2	105.89	591.22	127.89	320.8	295.11	466.88	314.17	305.55	483.38
SCUBE1	80274	24.46	24.99	1.5	63.45	5.87	29.7	78.89	116.78	21.63	13.03	54.72
IFNA1	3439	0	0	0	0	18.56	0	0	0	68.55	0	29.7
FAHD1	81889	543.96	187.71	669.92	470.14	693.58	450.94	420.68	579.04	607.87	237.86	633.73
TLE2	7089	1397.83	457.25	5.87	201.25	14.14	438.59	551.56	642.59	211.31	381.68	902.89
FAM124B	79843	14.45	11.13	6.57	21.01	61.25	5.82	36.53	12	24.81	14.45	12
ADSS	159	733.19	493.56	860.08	414.87	1487.87	764.36	890.44	1487.87	842.36	642.59	748.61
MSH2	4436	397.93	130.6	587.13	293.07	246.28	327.56	339.14	384.34	307.69	161.02	406.31
WDSUB1	151525	186.4	237.86	143.01	132.44	127	262.2	258.57	368.65	239.52	255	241.19
PKD2L1	9033	0.71	0	0	0	0	0	0.73	4.1	0.74	2.41	0
C4orf27	54969	738.29	466.88	403.5	830.75	647.07	974.5	551.56	612.11	1508.65	718.08	1001.93
RP11-595B24.2	0	0	0	0	0	0	0	0	0	0	0	0
PFKFB1	5207	3	0	15	2.86	8.06	1.3	3.06	4.58	4.21	0	0.55
ISLR	3671	941.27	16157.44	30.34	30785.28	2178.83	11664.82	16496.96	8538.88	6561.36	21919.61	642.59
PAFAH1B2	5049	819.3	329.84	1059.11	928.3	679.29	967.76	723.08	743.43	688.78	470.14	961.07
MIER3	166968	248	122.64	78.34	163.28	93.35	232.94	173.85	236.21	242.88	211.31	305.55
IL32	9235	1135.2	555.41	3103.19	2090.03	1268.46	332.14	1242.34	656.11	791.35	612.11	2209.26
CECR5	27440	808	579.04	559.28	384.34	878.17	547.75	642.59	703.28	473.41	521.76	713.11
ANXA7	310	3515.68	2915.45	2485.67	4575.41	4802.93	4575.41	3018.3	3639.7	3742.05	2976.74	4010.71
MEGF10	84466	0.95	3.14	0	93.35	6.16	9.78	3	15.22	19.11	0.21	12.55
TMEM136	219902	67.12	221.86	12.64	69.52	23.25	81.14	104.42	82.87	116.78	191.67	74.58
IL31RA	133396	0.77	0	2.07	0	4.86	1.83	0	1.77	0	12.93	0.77
PLEKHH2	130271	32.59	366.09	2.32	186.4	5.28	329.84	172.65	376.41	130.6	551.56	50.63
HIPK4	147746	4.1	2.36	0.26	2.34	0	5.96	7.69	5.77	6.52	9.13	6.36
RFC5	5985	226.54	291.04	389.72	301.33	212.78	323.03	312	334.46	368.65	285.03	214.27
ST20-MTHFS	10588	0	0	48.18	0	65.72	55.89	36.01	37.59	45.21	134.3	47.17
DSG4	147409	0.8	0	830.75	0	260.38	0	0	3.96	0	0	0
TUBA3D	7278	76.17	33.06	14.56	48.87	8.99	148.09	110.43	180.02	17.51	11.55	273.37
ZNF66	0	16.15	1.87	40.93	21.78	157.68	16.75	14.14	99.43	92.7	5.15	26.28
MAMSTR	284358	127	75.11	97.36	185.11	48.52	120.1	51.35	44.57	106.63	110.43	61.68
LIG3	3980	327.56	299.25	136.19	269.6	189.02	175.07	177.53	246.28	220.32	246.28	291.04
DQX1	165545	0.77	1.01	854.13	3.69	426.57	3.59	371.22	72.01	0.54	0.72	6.94
ARHGAP19-SLIT1	84986	0	10.79	0	15.56	21.32	114.36	10.24	5.68	8.45	1.71	13.03
AFF4	27125	373.81	256.78	915.51	332.14	348.71	490.14	289.02	518.15	463.65	291.04	470.14
ACY3	91703	80.57	42.71	0	50.98	27.25	13.62	17078.76	6381.92	0	10.24	105.89
HMGA1	3159	438.59	1119.56	25354.3	341.51	6607.01	400.71	1417.35	1697.45	1044.52	1030.12	466.88
UQCRH	7388	18950.18	30572.63	23330.64	6164.49	28723.62	6983.79	11664.82	12076.21	7857.29	19754.96	18178.19
C5orf48	389320	0	0	0	0	0	0	0	5.36	2.58	0	0
SYNE4	163183	71	116.78	4010.71	66.18	567.1	54.72	5183.54	3491.39	18.84	228.13	45.85
HOXC13	3229	0	13.83	21.94	28.65	2.01	0	0	0	0	0	4.17
PHF20L1	51105	177.53	137.14	117.6	176.29	287.01	271.48	258.57	435.55	312	170.25	185.11
WNT10B	7480	7.06	3.29	295.11	17	37.85	18.16	39.79	14.35	10.88	10.88	4.46
ACOT7	11332	307.69	420.68	1991	287.01	1397.83	785.88	285.03	620.67	279.14	432.53	532.74
BARX2	8538	4.24	15.91	479109.86	3.14	311742.51	7.63	128.79	2468.49	5.82	6.89	7.22
HOXA3	3200	8.32	18.7	12.45	236.21	24.11	66.18	67.59	88.26	87.65	14.78	40.64
LRRD1	401387	1.13	7.4	0	2.16	2.94	2.12	6.11	7.51	3.96	1.73	2.03
FMO5	2330	81.71	15.11	13.22	39.22	8.45	189.02	420.68	438.59	98.73	15.11	112.77
MIB1	57534	201.25	212.78	100.83	224.97	122.64	466.88	183.82	361.04	343.89	346.29	246.28
RNASE10	338879	2.25	5.5	6.57	2.14	3.11	5.36	3.79	7.4	2.73	5.32	5.54
TRIM67	440730	1.3	0	0	0	2.51	0.59	0.57	0	1.35	0	0
HIST1H4I	8294	8.25	7.06	31.9	4.7	7.82	5.68	15.34	31.45	2.63	8.71	3.08
MFGE8	4240	6471.02	9344.14	748.61	6792.79	4575.41	14262.1	3467.27	3124.78	5255.91	8078.22	9279.58
PTCHD1	139411	7.94	26.47	0	12.93	1.62	74.58	6.26	7.06	91.41	30.78	9.7
BEX4	56271	1594.73	4836.35	224.97	1167.14	575.03	947.83	3742.05	1806.78	2485.67	6607.01	1208.34
C8A	731	0	0	0	1.06	0	8.32	0	2.27	3.72	0.93	0
DYNLL1	8655	14663.09	8305.36	25708.25	13399.51	21026.65	9540.5	7695.57	9409.14	9673.69	8363.13	13872.08
MAP3K9	4293	5.28	6.01	307.69	5.15	108.9	7.57	22.1	22.43	8.99	5.54	6.16
MFAP3L	9848	38.95	17.38	5.45	165.57	29.48	39.22	660.68	1081.39	40.64	44.89	102.97
ELSPBP1	64100	0	0	0	0	0	0	0	0	0	0	0
STOX1	219736	106.63	35.5	23.42	14.45	11.38	169.07	258.57	884.29	114.36	79.45	177.53
GCM1	8521	1.28	4.54	0.34	0	0	4.17	3.26	0.78	1.33	0	0.26
KIF27	55582	43.63	139.07	45.85	84.63	26.28	40.64	77.79	99.43	55.49	130.6	61.68
C20orf144	128864	3.35	5.82	2.32	7.94	1.93	6.16	8.51	0.87	4.43	2.97	5.06
ACP6	51205	287.01	808	144.01	177.53	182.55	244.57	1059.11	1175.27	343.89	441.64	320.8
POLA1	5422	175.07	101.54	305.55	146.03	108.9	193.01	62.56	154.42	199.85	166.73	178.77
TUBB3	10381	1467.37	19.39	220.32	454.09	113.56	31	595.34	43.02	221.86	31	633.73
ENKD1	84080	638.15	651.58	164.42	555.41	130.6	299.25	1015.93	802.41	299.25	563.18	642.59
GRM6	2916	11.04	2.71	4.94	2.29	0.91	0.82	16.03	10.47	3.89	0.48	8.45
FABP6	2172	102.97	39.79	559.28	22.26	79.45	18.56	4095	31432.17	21.32	26.28	148.09
CD79B	974	1037.29	102.25	32.13	400.71	51.71	269.6	182.55	128.79	297.17	119.26	693.58
MYO3B	140469	43.63	21.63	21.78	34.26	26.47	59.97	392.44	162.14	144.01	51.71	34.26
GPRASP1	9737	325.29	633.73	9.2	392.44	70.01	500.46	371.22	514.56	389.72	656.11	255
RP11-770J1.5	0	441.64	647.07	312	400.71	688.78	358.54	426.57	395.18	412	591.22	514.56
RP11-187E13.2	0	0	0	0	0	0	0	0	0	0	0	0
VIPR2	7434	281.09	540.19	1.66	567.1	26.86	221.86	988.12	389.72	511	629.35	170.25
CCDC101	112869	825	2384.37	255	607.87	583.07	1151.06	1088.92	1685.71	954.43	1832.01	764.36
CASP3	836	199.85	92.7	928.3	341.51	490.14	281.09	307.69	426.57	312	106.63	273.37
MAGEA4	4103	40.36	0	0	0	0	25.72	0	116.78	4.7	61.68	0
ATG12	9140	638.15	1066.48	420.68	511	514.56	733.19	684.02	759.08	599.49	1088.92	743.43
CAMLG	819	1313.23	5183.54	890.44	1199.98	1651	1923.14	2240.11	2271.4	1950	5441.3	1417.35
RELL1	768211	157.68	77.25	60.39	136.19	18.03	217.27	35	103.69	133.36	83.45	236.21
C1orf110	339512	0	10.16	0	7.57	0	1.57	0.64	16.03	46.18	0	5.11
GHRH	2691	0	0	0	0	0	0	0	0	0	0	0
BLOC1S1	2647	3982.99	2400.97	3742.05	5403.7	5672.41	4210.15	5292.48	3589.58	5219.6	2104.58	4575.41
PPP3CB	5532	1088.92	1225.22	173.85	1037.29	295.11	1208.34	529.06	723.08	825	1191.69	1208.34
ZNF346	23567	379.04	476.71	132.44	353.59	127	217.27	244.57	356.05	189.02	368.65	323.03
C5orf24	134553	733.19	267.73	228.13	559.28	339.14	808	454.09	620.67	454.09	303.44	947.83
MUC5AC	4586	1.31	0	0	4.03	2.48	1.5	94628.34	338781.54	10.63	133.36	1.35
AC008060.7	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA1	56114	36.01	0	0.64	5.87	1.19	13.22	2.48	3.2	12.45	1.6	39.79
GHDC	84514	532.74	928.3	159.9	748.61	420.68	684.02	1769.57	1583.71	599.49	995	493.56
C9orf9	11092	124.37	323.03	555.41	246.28	587.13	258.57	470.14	764.36	241.19	202.66	100.13
ZNF117	51351	61.68	45.21	1081.39	88.88	83.45	23.42	104.42	40.07	111.21	40.93	46.18
ANGPTL1	9068	249.73	81.14	0	242.88	68.55	1477.58	32.82	21.16	507.46	68.07	753.83
PPM1B	5495	373.81	536.45	457.25	343.89	450.94	967.76	450.94	503.95	595.34	785.88	607.87
HMCES	56941	775.05	624.99	3742.05	698.41	1794.29	1183.45	915.51	954.43	669.92	780.44	1008.9
LRLE1	0	0	0	34.26	0	0	0	0	48.87	0	0	0
LARP6	55323	612.11	5954.47	15.91	830.75	128.79	2627.46	2701.35	1909.85	1674.06	12415.75	698.41
SLC37A1	54020	141.02	119.26	1111.82	237.86	1151.06	191.67	521.76	591.22	289.02	236.21	248
ACTR6	64431	551.56	400.71	583.07	551.56	738.29	603.67	361.04	575.03	665.29	426.57	947.83
EEF1B2	1933	30785.28	38966.94	20030.74	14663.09	27553.49	19754.96	25708.25	19754.96	15392.14	30361.44	35118.87
LYG1	129530	94.67	39.22	3.2	24.81	12.64	39.5	57.49	47.5	18.7	10.96	57.49
CST7	8530	44.25	229.72	201.25	228.13	743.43	265.87	265.87	181.28	57.89	176.29	85.22
RNF215	200312	314.17	967.76	65.26	406.31	173.85	262.2	363.56	368.65	371.22	507.46	248
TBK1	29110	376.41	312	376.41	242.88	277.2	406.31	363.56	316.37	417.77	412	353.59
PHYHIPL	84457	325.29	525.39	1.55	169.07	109.66	279.14	156.59	170.25	599.49	616.37	441.64
C2CD2	25966	206.94	591.22	400.71	532.74	214.27	307.69	366.09	241.19	397.93	540.19	476.71
GBX2	2637	0	0	0	0	0	1.04	0	0	0	0	18.7
ST7L	54879	307.69	441.64	295.11	373.81	450.94	316.37	332.14	291.04	264.03	518.15	379.04
C17orf62	79415	1639.59	872.1	878.17	1909.85	842.36	1135.2	2591.27	1250.98	1407.55	780.44	1733.13
CXorf31	0	6.31	0	0	19.39	0	0	0	15.56	6.46	0	16.27
ADAMTS20	80070	1.16	0	0	0	0	0	0	0	0	0	0
PCTP	58488	791.35	429.54	36.79	728.11	77.25	312	1111.82	679.29	392.44	400.71	1104.13
NBPF24	0	28.86	6.57	5.19	4.74	41.22	6.67	27.05	32.82	13.03	17.51	48.52
ZNF696	79943	80.01	49.56	27.44	101.54	103.69	80.57	70.51	92.05	88.26	54.72	107.38
CYP2A6	1548	43.32	162.14	3.79	14.03	12.27	18.16	29.48	3.32	29.7	185.11	26.47
RP11-796G6.2	0	16.51	0	19.39	9.2	12.83	0	117.6	57.49	0	17.9	0
CPNE3	8895	743.43	599.49	3874.05	819.3	1183.45	1359.57	808	1359.57	748.61	743.43	842.36
NACA	4666	61999.83	137587.47	57051.4	44452.21	72715.74	66449.85	67377.47	75280.1	53230.77	131982.68	61146.25
KRT72	140807	0.99	0.06	2.12	0	0.47	0.74	0.38	0	0.09	0.93	0.07
UHMK1	127933	281.09	138.1	314.17	171.45	295.11	205.5	373.81	669.92	149.12	154.42	463.65
HDAC2	3066	3325.99	1477.58	1540.37	2018.8	1304.15	2335.28	1044.52	2209.26	2502.97	1991	3039.3
CTTNBP2	83992	31	4.82	5.28	158.79	9.93	44.25	114.36	31.9	63.89	13.12	53.95
LRRC45	201255	149.12	152.28	470.14	189.02	273.37	185.11	507.46	638.15	218.79	98.73	159.9
BTBD3	22903	1662.49	111.21	144.01	688.78	88.88	409.15	406.31	647.07	329.84	153.34	2895.31
TEX101	83639	0	0	518.15	0	279.14	1.45	1.83	1.85	0	1.71	0
NDUFS7	374291	2664.15	2573.36	2367.9	2224.63	3874.05	1508.65	1883.54	1572.76	2417.67	2090.03	2104.58
ORM2	5005	120.1	17	45.85	0	0	441.64	118.43	80.57	146.03	17.9	90.77
COX14	84987	2384.37	3665.02	624.99	1923.14	1540.37	1697.45	2240.11	2018.8	1498.22	2895.31	2956.17
PRSS12	8492	379.04	1151.06	1216.75	162.14	2384.37	1745.2	2303.12	3395.89	669.92	3982.99	79.45
PNMAL2	57469	35.5	101.54	11.82	99.43	144.01	121.79	42.41	53.19	74.06	177.53	20.26
ZBTB26	57684	85.82	66.18	35.5	131.51	90.77	81.14	172.65	191.67	98.04	66.65	132.44
ATP11A	23250	108.14	46.84	75.11	212.78	63	128.79	293.07	547.75	251.48	51.71	103.69
ZNF570	148268	15.45	30.34	18.97	118.43	69.03	71.5	39.79	121.79	36.53	97.36	130.6
SLITRK2	84631	57.89	13.93	0	84.04	6.31	42.71	16.88	148.09	33.54	3.92	91.41
RP11-706O15.1	0	642.59	376.41	2720.15	497	3419.52	231.32	1051.79	836.53	525.39	312	529.06
CEP250	11190	215.77	260.38	163.28	186.4	264.03	239.52	379.04	463.65	239.52	211.31	215.77
EP400NL	347918	191.67	232.94	70.01	127	115.16	49.56	111.21	59.55	138.1	244.57	172.65
DGKD	8527	204.07	197.09	10.55	129.69	40.07	204.07	135.24	137.14	122.64	102.97	234.57
C10orf11	83938	136.19	309.83	4.94	420.68	82.29	88.26	728.11	450.94	368.65	279.14	267.73
RPL21	6144	64186.29	152662.96	30151.71	37901.36	50011.46	68318.04	59063.35	60304.42	48307.85	119776.72	64632.75
HNRNPAB	3182	4268.94	2133.97	3372.43	2627.46	3820.7	2319.15	2104.58	2061.24	2287.2	2240.11	3820.7
SIX3	6496	0.45	129.69	4.5	0	320.8	13.72	78.34	287.01	0	1662.49	0.46
RP11-661C8.3	0	0	0	0	0	0	0	0	0	0	0	0
RAMP1	10267	9673.69	5147.73	12.09	14163.58	223.41	6337.83	2627.46	2520.38	12502.12	3168.41	8479.89
USP40	55230	312	674.59	363.56	507.46	395.18	358.54	723.08	607.87	500.46	575.03	279.14
PTPN21	11099	125.24	414.87	51.71	176.29	291.04	483.38	309.83	260.38	395.18	381.68	148.09
C11orf94	143678	9.56	0	0	0	0	0	0	0	4.7	0	0
KRTAP19-5	337972	0	0	0	0	0	5.36	0	0	0	0	0
FMR1NB	158521	5.06	2.01	0	2.23	7.22	0	0	0	2.12	0	2.07
CDH15	1013	32.82	21.01	2.12	87.65	30.78	11.55	1073.91	248	8.38	7.22	35.5
KANK4	163782	29.27	246.28	0.06	273.37	25.17	400.71	118.43	4.13	103.69	55.89	115.16
PRIM2	5558	87.03	55.49	161.02	69.52	52.45	111.21	56.28	108.14	107.38	58.71	118.43
GATM	2628	40.93	228.13	2485.67	599.49	3419.52	358.54	62.56	95.34	72.52	265.87	269.6
EXO1	9156	10.55	7	135.24	14.78	20.71	8	3.44	17	7.22	8.06	6.52
RLN2	6019	19.68	0	65.72	23.08	0	0	50.27	43.32	9.48	10.31	40.64
INO80D	54891	44.89	42.11	48.87	61.68	77.25	81.71	61.68	90.77	70.01	54.72	50.63
FGF4	2249	0	0	0	0	0	0	0	0	0	0	0
SRRM3	222183	50.63	166.73	301.33	61.25	195.72	44.25	105.15	31.22	81.71	185.11	18.43
TENM2	57451	63.45	22.1	4736.79	5.92	1001.93	77.79	24.81	31	57.89	6.62	16.51
IL36G	56300	7.22	0	12329.98	5.28	59063.35	0	0	11.3	0	6.73	0
FGF20	26281	2.14	0	42.11	0	9.7	24.99	532.74	551.56	0	16.51	29.7
NYAP1	222950	29.06	24.46	15.11	12.55	3.14	9.85	18.7	8.78	47.5	29.27	28.24
ONECUT3	390874	0	0	0	0	3.59	0	12.09	3.08	0	0	0
FRMD5	84978	7.82	42.71	0.8	161.02	5.82	40.93	10.71	1.95	10.79	14.45	14.45
RPL10A	4736	97965.44	131982.68	42641.37	54349.29	80683.28	66449.85	76861.91	68318.04	50359.33	101420.22	90773.53
KB-1980E6.3	0	0	0	3.63	10.71	0	7.88	3.08	0	0	0	0
NUP43	348995	226.54	232.94	215.77	149.12	191.67	191.67	316.37	329.84	187.71	218.79	248
SLC25A51	92014	169.07	81.71	217.27	153.34	158.79	114.36	208.38	191.67	138.1	85.82	189.02
DKFZP434E1119	0	0.78	0	0.04	0.01	0.6	0	0.27	1.35	0.27	0	0
RBMS3	27303	255	660.68	2.86	136.19	19.25	244.57	71.5	80.57	114.36	591.22	297.17
PSD3	23362	128.79	57.89	215.77	629.35	114.36	234.57	269.6	244.57	82.87	141.02	264.03
PAGE5	90737	0	0	0	0	0	0	0	0	0	0	0
AP000721.4	0	0	0	0	0	0	0	0	0	0	0	0
TCEAL8	90843	1936.53	3901.01	1001.93	4038.61	529.06	2895.31	2468.49	3540.14	3325.99	4358.66	2090.03
ABHD10	55347	376.41	384.34	139.07	480.04	229.72	444.72	441.64	511	381.68	450.94	473.41
MERTK	10461	105.15	417.77	10.96	40.07	127	403.5	178.77	178.77	111.99	571.05	169.07
PRR16	51334	50.27	283.05	3.66	58.3	22.59	143.01	555.41	343.89	114.36	220.32	102.25
PDLIM2	64236	536.45	2335.28	3639.7	2075.59	6699.25	2816.11	633.73	486.75	1844.76	1721.16	941.27
PBX4	80714	52.08	92.7	74.58	23.08	105.15	59.13	131.51	215.77	78.89	89.51	74.58
LIPG	9388	61.25	7.28	209.84	8.06	10.39	3.69	54.72	23.59	1.48	5.59	125.24
AL450307.1	0	0	0	0	0	0	0	0	0	0	0	0
SLC34A3	142680	1.13	0.51	64.34	0	14.89	0	4.03	7.06	0.85	0	0
PSMD14	10213	896.64	376.41	1044.52	743.43	909.17	651.58	454.09	563.18	718.08	420.68	860.08
UBALD2	283991	521.76	848.22	9088.59	435.55	4239.45	638.15	1322.37	599.49	463.65	591.22	928.3
OR4L1	122742	2.12	0	0	0	0	0.96	0	0	0	0	0
BPIFB2	80341	0	2.43	0	0	0	1.11	447.82	1225.22	0	1	0
RANBP3	8498	1467.37	748.61	616.37	1628.26	723.08	2133.97	1073.91	1340.84	1936.53	825	1359.57
C16orf3	750	2.25	0	4.06	6.16	8.32	6.26	7.46	18.97	3.23	1.51	0
GSKIP	51527	363.56	111.21	1183.45	244.57	854.13	269.6	197.09	305.55	248	131.51	368.65
AL391421.1	0	1.39	0	0.48	0	4.94	0	0.4	0.67	0	0	0.4
CRB1	23418	21.78	14.14	0	5.63	0	6.36	12.74	5.28	4.46	4.1	12.55
MFAP1	4236	571.05	358.54	890.44	703.28	660.68	603.67	463.65	651.58	660.68	400.71	647.07
ATG4D	84971	281.09	409.15	1322.37	480.04	2287.2	253.23	669.92	819.3	376.41	339.14	343.89
WBSCR22	114049	3257.52	2956.17	454.09	2224.63	1561.89	1923.14	2384.37	2537.92	2193.99	2997.45	2816.11
SHISA6	388336	43.32	141.02	4.46	103.69	69.52	73.54	262.2	348.71	81.14	267.73	50.98
LAPTM4B	55353	4937.99	2047	1950	6381.92	802.41	3515.68	1857.6	3303	6207.38	2739.08	5112.16
ATXN1	6310	72.01	181.28	195.72	275.28	323.03	239.52	483.38	373.81	307.69	223.41	147.06
IGSF23	147710	5.87	0	0	0	0	8.65	0	0	0	0	0
DHX33	56919	214.27	55.1	115.16	118.43	133.36	112.77	108.14	137.14	111.99	75.64	215.77
MIR3654	100500804	71	29.7	47.5	41.22	32.36	26.28	77.25	31.22	40.36	40.93	27.44
TUFM	7284	4769.75	2520.38	3443.31	3589.58	5751.61	4869.99	4239.45	5995.9	3540.14	2367.9	4450.27
SCAF8	22828	387.02	457.25	159.9	368.65	336.79	669.92	363.56	638.15	540.19	603.67	432.53
UVSSA	57654	35.25	62.56	92.05	38.12	25.54	41.52	92.05	74.06	87.65	58.3	42.71
RTF1	23168	693.58	450.94	503.95	743.43	497	791.35	599.49	660.68	825	503.95	660.68
RP4-734P14.4	0	12.09	10.55	14.78	13.42	6.06	16.27	16.15	55.49	8.32	11.91	29.06
TRPV3	162514	6.41	43.63	1639.59	61.25	28.65	16.39	48.52	12.18	45.85	54.33	7.82
EDNRB	1910	1059.11	559.28	56.68	343.89	172.65	1388.16	209.84	209.84	733.19	718.08	1015.93
RINL	126432	67.12	17.13	507.46	64.8	226.54	80.57	229.72	264.03	83.45	17.51	76.17
DDX3Y	8653	0.53	0.24	0.77	0	1.31	0.2	0.4	0	0.67	0.8	0.01
FABP2	2169	0	0.99	4.58	0	0	0	70.01	17.64	0.38	0	0
ARL2BP	23568	1233.75	947.83	1175.27	1709.26	1340.84	1233.75	967.76	1066.48	1286.18	872.1	1757.34
VWA2	340706	22.26	7.4	511	8.51	112.77	82.87	395.18	1135.2	23.25	1.75	6.16
LILRB5	10990	7.22	28.45	6.52	52.08	22.43	17.64	5.23	10.08	13.22	22.43	10.47
MRPL42	28977	915.51	1286.18	825	1030.12	738.29	688.78	642.59	872.1	624.99	1088.92	967.76
IFIT1B	439996	1.17	0.58	0	0	0	0.62	0	0	0.6	0	0.59
HIF3A	64344	111.21	287.01	0	3.29	55.1	426.57	172.65	87.65	368.65	329.84	72.52
GABRQ	0	371.22	31.45	190.34	2351.53	170.25	183.82	59.55	295.11	356.05	53.57	193.01
CCDC88C	440193	116.78	84.04	638.15	136.19	791.35	142.01	454.09	693.58	154.42	56.28	105.15
BAG3	9531	2018.8	414.87	2835.7	941.27	2739.08	1159.07	688.78	638.15	713.11	406.31	1909.85
CMPK2	129607	31	7.69	2855.44	135.24	26.28	87.03	49.91	138.1	84.63	7.69	121.79
ATR	545	638.15	769.69	275.28	438.59	507.46	412	426.57	647.07	429.54	559.28	356.05
SLC41A1	254428	551.56	420.68	90.77	277.2	72.52	295.11	264.03	287.01	182.55	417.77	587.13
NOG	9241	2104.58	376.41	25.54	791.35	395.18	426.57	384.34	218.79	111.99	651.58	660.68
MAP1LC3B2	643246	37.59	76.17	95.34	72.01	29.06	130.6	52.08	154.42	63.45	61.68	39.22
SERPINA7	6906	0	2.84	1.93	0	0	2.39	0	0	1.07	0	0
DHX15	1665	1407.55	1340.84	1437.15	1191.69	1378.57	1427.22	1277.29	1605.83	1233.75	1437.15	1417.35
TM9SF1	10548	2004.85	878.17	961.07	1745.2	1216.75	961.07	1498.22	1572.76	1104.13	884.29	1674.06
RPA4	29935	1.35	6.73	3.35	0.07	4.66	0.21	0.04	0.61	0.05	6.21	1.5
DGKB	1607	16.15	11.13	3.2	211.31	1.89	40.36	32.59	19.25	54.72	13.72	32.82
TTF2	8458	206.94	155.5	332.14	87.03	237.86	115.16	109.66	127	98.04	187.71	171.45
PPM1D	8493	123.5	215.77	223.41	242.88	148.09	305.55	267.73	273.37	165.57	287.01	212.78
EXOC7	23265	1331.57	1498.22	1477.58	2193.99	961.07	1819.35	2875.3	2224.63	1870.53	1277.29	1295.13
INSM2	84684	0.38	0	0.46	0.41	0	1.03	1.68	0	0.39	0	0.38
NCL	4691	13968.57	8022.41	7695.57	9025.81	11664.82	9474.59	6935.54	8191	9673.69	9740.98	12764.83
KRTAP2-4	85294	0	0	0	0	0	0	0	0	0	0	0
GTF2A2	2958	4972.34	2609.3	7485.11	4123.49	5006.93	2384.37	2609.3	1896.65	2664.15	3103.19	5594.3
FLT4	2324	656.11	138.1	21.47	264.03	132.44	291.04	156.59	201.25	493.56	144.01	490.14
ADCK5	203054	172.65	194.36	190.34	220.32	260.38	167.9	241.19	312	182.55	178.77	140.04
IGF1	3479	2520.38	2875.3	19.97	17317.18	759.08	563.18	346.29	387.02	438.59	3395.89	2193.99
NSG1	0	961.07	457.25	15499.21	5872.48	38697.77	379.04	825	267.73	417.77	258.57	974.5
GPNMB	10457	1216.75	13399.51	4123.49	10585.95	10154.69	13123.73	16383	17197.56	46662.28	22225.61	579.04
SLC6A6	6533	59.13	220.32	158.79	90.14	165.57	237.86	503.95	954.43	115.97	248	45.21
C9orf37	85026	356.05	279.14	110.43	281.09	150.17	199.85	271.48	318.57	195.72	264.03	265.87
PLA2G2D	26279	4.39	4.31	0	679.29	12.83	0	0	11.13	0	10.16	4.43
CTC-435M10.3	0	199.85	0	0	0	0	825	0	0	0	0	0
TCERG1L	256536	4.98	24.46	0	92.7	3.35	4.21	15.68	35.5	10.71	30.12	6.26
DMXL1	1657	206.94	356.05	483.38	248	406.31	521.76	232.94	366.09	493.56	403.5	332.14
SSTR2	6752	72.01	15.68	2.36	35.25	0.32	15.22	14.67	13.32	15.22	15.22	56.68
GM2A	2760	483.38	202.66	28328.16	503.95	12764.83	483.38	387.02	674.59	860.08	175.07	514.56
WBP1	23559	1674.06	5219.6	1001.93	2502.97	2319.15	1870.53	5006.93	3443.31	2287.2	4210.15	1322.37
C9orf141	101928638	1.45	0	0	0	2.46	2.12	1.57	2.73	0	0	0.84
CDHR1	92211	6.16	15.34	6381.92	6.73	90146.51	15.34	1417.35	607.87	8.58	15	8.38
